morpheme;variant;key;type;transitivity;nature;number;compositionRoot;plural;intransSuffix;transSuffix;antipassive;engMean;freMean;source;dialect;cf;END
kakkit;;1;v;t;;;;;;;si/1vv;to /wipe s.o.'s nose or upper-lip area;/essuyer-de qqn le nez ou la partie au-dessus de la lèvre supérieure;;;;.
kalaq;;1;v;t;;;;;;;si/1vv;to /draw on s.o.'s stomach;[T]dessiner sur l'estomac de qqn[P]se faire dessiner sur l'estomac[R]dessiner sur son propre estomac;;;;.
kalik;;1;v;t;;;;;;;si/1vv;[-R]to /haul, /tow, /draw s.t.;[-R]/tirer, /haler, /remorquer qqch.;;;;.
kalik;;2;v;t;;;;;;;si/1vv;[T]to brush or rub lightly against s.t.;;;;;
kapi;;1;v;t;;;;;;;si/1vv;to /spear s.t.;/transpercer qqch. (avec un harpon);;;;.
kasak;;1;v;t;;;;;;;si/1vv;[-R]to /hit s.t. (a target), speaking of a marksman;[-R]/atteindre qqch. (une cible), en parlant d'un tireur;;;;.
kasuk;;1;v;t;;;;;;;si/1vv;to /hit or /knock s.o. on the head or elbow;;;;;
katak;;2;v;t;res;;;;;;si/1vv;[-R]to /drop s.t. [R]to drop, to fall;[-R]/échapper qqch. [R]tomber;;;;.
kati;;1;v;t;res;;;;;;si/1vv i/1vv;[-R]to /gather s.t. together;;;;;
kauk;;1;v;t;;;;;;;si/1vv;[-R]to /hammer s.t. or to /over-top s.t.;[-R]/battre qqch. au marteau;;;;
kiak;;1;v;t;res;;;;;;si/1vv;[-R]to /scrape s.t. of hair after immersion in boiling water [R]to lose all its hair after being immersed in boiling water;[T]gratter les poils de qqch. après l'avoir immergé dans l'eau bouillante[P]être gratté de ses poils après avoir été immergé dans l'eau bouillante[R]perdre ses poils après avoir été immergé dans l'eau bouillante;;;;.
kiggaq;;1;v;t;;;;;;;i/1vv;[T]to convey a message for s.o.;;;;;
kikit;;1;v;t;res;;;;;;si/1vv;to /chip or /break s.t.;/ébrécher qqch., /enlever un éclat à qqch.;;;;
kikpaq;;1;v;t;res;;;;;;i/1vv;[A](1) to /move s.t. to the edge of a raised platform [T](2) to take the bait, speaking of a fish [P]the bait to be taken by the fish;[A](1)/déplacer qqch. au bord d'une plateforme surélevée [T](2)mordre à l'appât, en parlant d'un poisson [P]être mordu par un poisson (appât);;;;.
kilik;;1;v;t;;;;;;;si/1vv;[-R]to /cut s.t. (square-flipper or seal skin) into a line or a rope by going round and round;[-R]/découper qqch. (une peau de phoque, phoque barbu) en une ligne ou en une corde (méthode circulaire);;;;.
kiliq;;1;v;t;;;;;;;si/1vv;to /cut or /gash s.o.;/couper, /entailler qqn;;;;.
kiliuq;;1;v;t;;;;;;;si/1vv;to /scrape s.t. free of debris or dirt;/gratter qqch. pour enlever les débris ou la poussière;;;;.
kipi;;1;v;t;;;;;;;si/1vv;to /cut or /sever s.t.;/couper, /trancher qqch.;;;;.
kisaq;;1;v;t;;;;;;;i/1vv;to /anchor s.t.;/ancrer qqch.;;;;.
kitik;;1;v;t;;;;;;;si/1vv;[-R]to /count s.t.;[-R]/compter qqch.;;;;.
kivik;;1;v;t;;;;;;;i/1vv;[-R]to /lift s.t. up;[-R]/lever, /soulever qqch.;;;;.
kiviq;;1;v;t;;;;;;;si/1vv;to /bend s.t. backwards;/plier qqch. vers l'arrière;;;;.
kugluk;;1;v;t;;;;;;;si/1vv;to /double or /fold s.t. lengthwise;/doubler ou /plier qqch. sur la longueur;;;;.
kujjak;;1;v;t;res;;;;;;si/1vv;to /crack or /snap s.t.;/craquer ou /casser qqch. net;;;;.
kujjaq;;1;v;t;res;;;;;;si/1vv;to /turn s.t. upside-down;/retourner qqch. sens dessus-dessous;;;;.
kumik;;1;v;t;;;;;;;si/1vv i/1vv;to /scratch s.o. (to relieve itch);/gratter qqch. ou qqn, pour enlever la démangeaison;;;;.
kunik;;1;v;t;;;;;;;si/1vv;to /kiss s.o.;/embrasser qqn;;;;.
kuvi;;1;v;t;res;;;;;;si/1vv;to /spill or /pour s.t. out (liquid);/renverser ou /verser qqch. (liquide);;;;.
majjaaq;;1;v;t;;;;;;;si/1vv;to /thin or /scrape thin s.t. (skin or boot-sole);/amincir ou /gratter qqch. (peau ou semelle de botte);;;;.
maki;;1;v;t;res;;;;;;si/1vv;[-R]to /rip or /take s.t. apart (the seam of a boot) [R]to come undone, speaking of a seam;[-R]/déchirer ou /défaire qqch. (la couture d'une botte)[R]se défaire (une couture);;;;.
makit;;1;v;t;;;;;;;si/1vv;to /set s.t. right, straight, in proper position;/placer qqch. droit, dans la position adéquate;;;;.
makpiq;;1;v;t;res;;;;;;si/1vv;[T]to turn the edge of something over;;;;;
maktiq;;1;v;t;;;;;;;i/1vv;[-R]to /mend s.t.;/réparer, /repriser qqch.;;;;.
mangat;;1;v;t;;;;;;;si/1vv;[-R]to /mislead s.o. playfully or /deceive s.o.;[-R]induire qqn en erreur pour jouer;;;;
mangik;;1;v;t;;;;;;;si/1vv;[-R]to /bite at or to /gnaw s.t. (a hard or frozen thing);[-R]/mordre-dans qqch.;;;;
mannguq;;1;v;t;;;;;;;si/1vv;to /embed or /plant or /root s.t. in something;/enfoncer ou /planter qqch. dans quelque chose;;;;.
mapsuk;;1;v;t;res;;;;;;si/1vv;to /turn up or /tilt up s.t. (the tip of something);[-R]/redresser qqch. (la pointe de quelque chose) [R]se redresser;;;;.
mattaaq;;1;v;t;;;;;;;si/1vv;to /remove s.o.'s outer garment by pulling it off over his head;/enlever-de qqn le vêtement externe par-dessus la tête;;;;.
mianiq;mianiri;1;v;t;;;;;;;si/1vv;[-R]to /keep watch over s.t.;;;;;
mikik;;1;v;t;;;;;;;si/1vv;to /bite s.t.;;;;;
miliq;;1;v;t;res;;;;;;si/1vv;to /chip s.t. (the surface or coating of something);[T]faire sauter un éclat de la surface de qqch.[P]se faire sauter un éclat de sa surface[R]avoir sa surface perdre un éclat;;;;.
miluk;;1;v;t;;;;;;;si/1vv;[-R]to /suck s.t. in;;;;;
miluq;;1;v;t;;;;;;;si/1vv;[-R]to /pelt s.o. with small objects with the intent to hurt or annoy;[-R]/bombarder qqch. de petits objets avec l'intention de blesser ou d'agacer;;;;.
minguaq;;1;v;t;;;;;;;si/1vv;to /paint s.t.;/peindre qqch.;;;;.
minit;;1;v;t;;;;;;;si/1vv;[T]to not share one's food with s.o.;;;;;
minngiq;;1;v;t;;;;;;;i/1vv;[-R](1) to /charge at s.o.(harmful intention) (2) to /catch s.t. by jumping;[-R](1) /charger qqn (avec une intention hostile) (2)/attraper qqch. en sautant;;;;.
miqit;;1;v;t;;;;;;;si/1vv;to /double or /fold s.t. over laterally or cross-wise;/doubler ou /plier qqch. latéralement ou diagonalement;;;;.
mirpiaq;;1;v;t;;;;;;;si/1vv;[T]to scrape the hair of s.t. off by means of a sharp instrument [P]to be scraped of one's hair by means of a sharp instrument;[T]gratter le poil de qqch. à l'aide d'un instrument aiguisé[P]avoir son poil gratté à l'aide d'un instrument aiguisé;;;;.
misuk;;1;v;t;;;;;;;si/1vv;to /plunge or /immerse s.t. in the water;/plonger ou /immerger qqch. dans l'eau;;;;.
mumik;;1;v;t;res;;;;;;si/1vv i/1vv;to /turn or /flip s.t. over;/retourner qqch. d'un coup léger;;;;.
naa;;1;v;t;;;;;;;ji/1vv;to /complete, /finish, /terminate s.t.;;;;;
naajaq;;1;v;t;;;;;;;si/1vv;to /scratch s.o.'s back;/gratter-de qqn le dos;;;;.
naasaq;;1;v;t;;;;;;;si/1vv;[-R]to /count, to /tally s.t.;[-R]/compter, /dénombrer qqch.;;;;.
naavik;;1;v;t;res;;;;;;si/1vv;to /spill s.t.;;;;;
nabgi;;1;v;t;;;;;;;i/1vv;to /break s.o.'s or s.t.'s leg;/briser-de qqn la jambe ou la patte;;;;.
najuq;;1;v;t;;;;;;;i/1vv nit/1vv;[-R]to /watch over or /guard s.t.;;;;;
nakat;;1;v;t;;;;;;;si/1vv;to /chop or /lop or /sever s.t. cleanly (from someone's or some animal's body);/couper ou /trancher qqch. proprement (du corps d'une personne ou d'un animal);;;;.
naksaq;naksiq;1;v;t;;;;;;;si/1vv;[-R]to /carry, /take, /transport s.t.;[-R]/transporter qqch.;;;;.
nangmak;;1;v;t;;;;;;;nnik/1vv;[-R]to /carry s.t. slung across the back;[-R]/transporter qqch. (suspendu en travers du dos);;;;.
nani;;1;v;t;;;;;;;si/1vv;[T]to find s.t. (after searching for it) [P]to be found (after being searched for);[T]trouver qqch. (après l'avoir cheché)[P]être trouvé (après avoir été cherché);;;;.
napi;;1;v;t;res;;;;;;si/1vv;to /snap or /break s.t. across or laterally;/casser ou /briser qqch. en travers ou de côté;;;;.
naqit;;1;v;t;;;;;;;si/1vv;[-R]to /press s.t. down;[-R]/pousser, /presser qqch. vers le bas;;;;.
nasaq;;1;v;t;;;;;;;i/1vv;[T]to put his hat to s.o.;;;;;
nigaq;;1;v;t;;;;;;;si/1vv;[-R]to /snare s.t.;[-R]/prendre qqch. au piège;;;;.
niksik;;2;v;t;;;;;;;i/1vv;to /hook s.t.;/accrocher qqch.;;;;.
niktaq;;1;v;t;;;;;;;si/1vv;to /lower s.t. down by means of a rope or ladder;/descendre qqch. à l'aide d'une corde ou d'une échelle;;;;.
nimiq;;1;v;t;;;;;;;si/1vv;to /wind or /coil something (rope, line, bandage) around s.t.;[T]enrouler quelque chose (corde, ligne, bandage) autour de qqch.[P]être enroulé de quelque chose(corde, ligne, bandage)[R]s'enrouler de quelque chose (corde, ligne, bandage);;;;.
ningit;;1;v;t;;;;;;;si/1vv;to /lower s.t. down by means of a rope or ladder;/descendre qqch. à l'aide d'une corde ou d'une échelle;;;;.
niruaq;;1;v;t;;;;;;;si/1vv;to /choose or /elect s.o.;/choisir ou /élire qqn;;;;.
niu;;1;v;t;;;;;;;ji/1vv;[-R]to /unload s.t.;;;;;
niugaq;;1;v;t;;;;;;;si/1vv;to /rub s.t. up against something;/frotter qqch. contre quelque chose;;;;.
niuq;;1;v;t;;;;;;;si/1vv;[-R]to /suck s.t. in;;;;;
nuak;;1;v;t;res;;;;;;si/1vv;to /collect, to /gather s.t.;/collectionner, /rassembler qqch.;;;;.
nugluk;;1;v;t;;;;;;;si/1vv;to /spike or /spear s.t.;/piquer, /transpercer qqch.;;;;.
nuluaq;;1;v;t;;;;;;;ri/1vv;to /catch or /snare s.t. in a net;/attraper qqch. dans un filet;;;;.
nungut;;1;v;t;;;;;;;si/1vv;[-R]to /use s.t. up;;;;;
nussuk;;1;v;t;;;;;;;si/1vv i/1vv;[-R]to /pull or /tug s.t. repeatedly;[-R]/tirer ou /touer qqch. de façon répétée;;;;.
nusuk;;1;v;t;;;;;;;si/1vv i/1vv;[-R]to /pull or /tug s.t.;[-R]/tirer ou /touer qqch.;;;;.
nuvi;;1;v;t;;;;;;;ji/1vv;[-R]to /thread s.t.;[-R]/enfiler qqch.;;;;.
paggiq;;1;v;t;;;;;;;i/1vv;to /cut or /wound s.o. with a dull or blunt instrument or object;/couper ou /blesser qqn avec un instrument ou un objet émoussé;;;;.
panngaiq;;1;v;t;;;;;;;si/1vv;to /lock or /fasten s.o. tightly;/emprisonner, /lier, /attacher qqch. solidement;;;;.
papat;;1;v;t;;;;;;;si/1vv;[-R]to /mind s.t., to /look after s.t., to /take care of s.t. in absence of owner;[T]s'occuper de qqch. en l'absence du propriétaire[P]être dans l'état de qqn ou qqch. dont on s'occupe en l'absence du propriétaire;;;;.
paqi;;1;v;t;;;;;;;si/1vv;to /look after s.o. (a child) in absence of the parents;/garder qqn (un enfant) en l'absence des parents;;;;.
patik;;1;v;t;;;;;;;i/1vv;to /slap s.o.;/frapper qqn de la main;;;;.
paugguaq;;1;v;t;;;;;;;si/1vv;[-R]to /support s.t.;;;;;
pauktuq;;1;v;t;;;;;;;i/1vv;to /stretch or /peg s.t. out in a drying rack or stretcher;/étirer ou /fixer qqch. sur un séchoir ou sur un cadre;;;;.
piksik;;1;v;t;;;;;;;si/1vv;to /propel s.t. out;;;;;
pilak;;1;v;t;;;;;;;si/1vv;to /cut s.t. with a butcher knife;/couper qqch. avec un couteau de boucher;;;;.
pilli;;1;v;t;;;;;;;si/1vv;to /stop s.o. from doing something.;;;;;
pingu;;1;v;t;;;;;;;nit/1vv;to push/ or shove/ s.o.;/pousser qqch.;;;;.
pirit;;1;v;t;;;;;;;si/1vv;to /bend s.t. over;;;;;
pirturaq;;1;v;t;;;;;;;si/1vv;[-R]to /graze s.t. (animal or game) with a shot;[-R]/effleurer, /frôler qqn (animal, gibier) avec un projectile;;;;.
piru;;1;v;t;;;;;;;i/1vv;to /put a weight on top of s.t. such that it is held down;;;;;
pisimi;;1;v;t;;;;;;;;[-R]to /hold s.t. steady or in place, or from falling or moving;[-R]/tenir qqch. droit ou en place, ou /tenir qqch. pour qu'il ne tombe pas ou ne bouge pas;;;;.
pituk;;1;v;t;;;;;;;;[-R](1) to /hitch s.t. (animal) to the sled (2) to /attach s.t. to the end of a cord;[-R](1)/attacher qqch. (un animal) à un traîneau (2)/attacher qqch. au bout d'une corde;;;;.
piuli;;1;v;t;;;;;;;tsi/1vv;to /save or /rescue s.o.;/sauver, /secourir, /délivrer qqn;;;;.
pujjuk;;1;v;t;;;;;;;i/1vv;to /pinch s.t.;/pincer qqch.;;;;.
pusit;;1;v;t;res;;;;;;i/1vv si/1vv;to /turn s.t. over;;;;;
putu;;1;v;t;;;;;;;i/1vv ji/1vv;to /pierce s.t.;/percer, /transpercer qqch.;;;;.
puuq;;1;v;t;;;;;;;i/1vv;to /box, to /bag s.t.;;;;;
puviq;;1;v;t;;;;;;;i/1vv si/1vv;to /blow or /inflate s.t.;/souffler ou /gonfler qqch.;;;;.
qaaq;;1;v;t;res;;;;;;si/1vv;to /burst or /explode s.t.;/crever qqch.;;;;
qalu;;1;v;t;;;;;;;si/1vv;[-R]to /dipper s.t.;;;;;
qamit;;1;v;t;res;;;;;;si/1vv;[-R]to /put or /turn s.t. (a light) out;;;;;
qanak;;1;v;t;;;;;;;si/1vv i/1vv;[-R]to /raise s.t. (a tent) with an upright or pole;[-R]/lever qqch. (une tente) avec un montant ou une perche;;;;.
qasu;;1;v;t;res;;;;;;;to /loosen, /slacken, /relax s.t.;[-R]/relâcher, /desserrer qqch. [R]se relâcher, se desserrer;;;;.
qauq;;1;v;t;res;;;;;;;to /force, to /break s.t apart (stuck or frozen surfaces);/détacher qqch. par la force (surfaces gelées ou coincées);;;;.
qikturaaq;;1;v;t;res;;;;;;si/1vv;to /snap s.t. in two;/casser qqch. net en deux;;;;.
qikuq;;1;v;t;;;;;;;si/1vv i/1vv;[-R]to /stick s.t. in place or /plaster s.t. in place;[T]coller ou plâtrer qqch. pour le tenir en place[P]être collé ou plâtré pour être tenu en place;;;;.
qilak;qillak;1;v;t;;;;;;;si/1vv;to /tie s.t. up;;;;;
qilu;;1;v;t;;;;;;;i/1vv;to /spread s.t. out;;;;;
qiluaq;;1;v;t;;;;;;;si/1vv;[-R]to /capture s.t. in a lasso;[-R]/capturer qqch. au lasso;;;;.
qimak;;1;v;t;;;;;;;si/1vv;[-R]to leave /s.t. behind, to /abandon s.t.;[-R]/laisser qqch. derrière;;;;
qimit;;1;v;t;;;;;;;si/1vv;to /hang, /strangle s.o.;/pendre, /étrangler qqn;;;;.
qipik;;1;v;t;;;;;;;i/1vv;to /cover s.o. with a blanket;/couvrir qqn avec une couverture;;;;.
qipit;;1;v;t;;;;;;;si/1vv;to /twist s.t. around and around;/enrouler qqch. autour de quelque chose;;;;.
qipjaaq;;1;v;t;;;;;;;si/1vv;to /screw s.t. on or tight;;;;;
qirliraq;;1;v;t;;;;;;;i/1vv si/1vv;[-R]to /pry s.t. off;[-R]/enlever, /soulever qqch. avec un levier;;;;.
qirlut;;1;v;t;;;;;;;i/1vv;[-R]to /miss s.t. (an animal) by shooting too low;[-R]/rater qqch. (un animal) en tirant trop bas;;;;.
qissuk;;1;v;t;;;;;;;nnik/1vv;to /scratch s.o. intentionally and repeatedly or in several places;/égratigner ou /gratter qqn intentionellement et de façon répétée ou à plusieurs endroits;;;;.
qisuk;;1;v;t;;;;;;;nnik/1vv;to /scratch s.o. intentionally;/égratigner ou /gratter qqn intentionellement;;;;.
qiuq;;1;v;t;;;;;;;si/1vv;to /chop, /trim, /clip s.t.;/couper, /émincer, /tailler, /tondre qqch.;;;;.
qivik;;1;v;t;;;;;;;si/1vv;to /lift s.t.;;;;;
qugvaq;;1;v;t;;;;;;;si/1vv;to /raise s.t.;;;;;
qukiq;;1;v;t;;;;;;;si/1vv;/to shoot s.o. or s.t. with a gun;/tirer qqch. ou qqn avec une arme à feu;;;;.
qungujuk;;1;v;t;;;;;;;i/1vv si/1vv;[-R]to /flatten or /squash s.t. down;/aplatir, /écraser qqch.;;;;.
qupi;;1;v;t;res;;;;;;si/1vv;to /split s.t., /crack s.t. lengthwise, along the grain;/fendre qqch. dans le sens de la longueur ou dans le sens du grain en plusieurs endroits;;;;.
qupluq;;1;v;t;res;;;;;;i/1vv;to /crack s.t. lengthwise or along the grain in many places;/fendre qqch. dans le sens de la longueur ou dans le sens du grain en plusieurs endroits;;;;.
sagvaq;;1;v;t;;;;;;;i/1vv;[-R]to /put s.t. down in front;;;;;
sanniq;;1;v;t;res;;;;;;i/1vv;to /turn s.o. or s.t. on the side;/tourner qqn ou qqch. sur le côté;;;;.
saqqik;;1;v;t;res;;;;;;i/1vv si/1vv;to /make s.t. appear or show to view;[T]faire apparaître qqch.[P]être fait qu'on apparaît[R]apparaître;;;;.
satuq;;1;v;t;res;;;;;;i/1vv;[-R]to /give away and then /take s.t. back;;;;;
sibvuq;;1;v;t;;;;;;;i/1vv si/1vv;[-R]to /wring the water from s.t.;;;;;
siik;;1;v;t;res;;;;;;si/1vv;to /slit s.t. open;[-R]/inciser, /fendre qqch.[R]se fendre;;;;.
siimik;;1;v;t;;;;;;;si/1vv;to /catch, /squash, /squeeze s.t. between or under heavy objects;/attraper, /écraser, /coincer qqch. entre ou sous des objets lourds;;;;.
simik;;1;v;t;;;;;;;si/1vv;to /stopper, /plug or /cork s.t.;/boucher qqch. (avec un bouchon);;;;.
sinngaq;;1;v;t;;;;;;;;[-R]to /flatten s.t. or /spread s.t. out by pounding or hammering;[-R]/aplatir qqch. ou /étendre qqch. en martelant;;;;.
sipi;;1;v;t;;;;;;;si/1vv;to /rip s.t. clear through or right in half;/déchirer qqch. en deux proprement;;;;.
siqalli;siqali;1;v;t;res;;;;;;i/1vv;to /pulverize s.t.;;;;;
siqiq;;1;v;t;;;;;;;si/1vv;to /splash s.o.;/éclabousser qqn;;;;.
siqquq;;1;v;t;;;;;;;si/1vv;to /shoot s.t. with a gun or rifle;[T]tirer sur qqch. avec un fusil ou une carabine [P]être tiré dessus avec un fusil ou une carabine [R] se tirer avec un fusil ou une carabine;;;;.
siqumik;;1;v;t;res;;;;;;si/1vv;[-R]to /shatter s.t. [R]to break or shatter;[-R]/briser qqch. en miettes [R]se briser en miettes;;;;.
siquptir;;1;v;t;res;;;;;;i/1vv;to /shatter, /break s.t. in fragments;[-R]/fracasser qqch. [R]voler en éclats;;;;.
sirmiq;;1;v;t;res;;;;;;si/1vv;[-R]to /give s.t. an ice coating by hand [R]to ice up;[-R]/recouvrir qqch. d'une couche de glace à la main [R]se couvrir de glace;;;;.
suaq;;1;v;t;;;;;;;ri/1vv;to /strike s.o. with the flat of the hand;/frapper qqn avec le plat de la main;;;;.
sukak;;2;v;t;res;;;;;;si/1vv i/1vv;[-R]to /tighten s.t.;;;;;
sukuiq;;1;v;t;;;;;;;si/1vv;[-R]to /understand s.o.;[-R]/comprendre qqn;;;suqquiq/1v;.
supi;supu;1;v;t;res;;;;;;i/1vv si/1vv;[-R](1) to /blow s.t. away or out;;;;;
suraq;surak;1;v;t;;;;;;;i/1vv si/1vv;to /destroy s.t. irreparably;/détruire qqch. irrémédiablement;;;;.
tai;;1;v;t;;;;;;;si/1vv;to /call s.o. or /refer to s.o. by such a name;/appeler ou /désigner qqn par tel nom;;;;.
talik;;1;v;t;;;;;;;si/1vv;to /hide or /mask s.t. from view;/cacher qqch. de la vue;;;;.
tallik;;1;v;t;;;;;;;i/1vv si/1vv;to /scratch or /scrape s.o. accidentally;/égratigner ou /érafler qqch. accidentellement;;;;.
talu;;1;v;t;;;;;;;i/1vv;to /hide or /block s.o. off from view;/cacher ou /bloquer qqn de la vue;;;;.
tapsi;;1;v;t;;;;;;;i/1vv;[T]to put his outer belt or sash to s.o. [P]to be put on one's outer belt or sash by s.o. [R]to put on one's own outer belt or sash;[T]mettre sa ceinture à qqn[P]se faire mettre sa ceinture[R]mettre sa ceinture;;;;.
tapsik;;1;v;t;;;;;;;si/1vv i/1vv;[-R]to /touch s.t. or /grope at s.t. in the dark;[-R]/toucher ou /tripoter, /tâter qqch. dans l'obscurité;;;;.
tasit;;1;v;t;res;;;;;;si/1vv;to /stretch s.t.;/étirer qqch.;;;;.
tatat;;1;v;t;res;;;;;;si/1vv;to /fill s.t. up;/emplir qqch.;;;;.
tati;;1;v;t;;;;;;;si/1vv;[-R]to /push or /shove s.t.;/pousser qqch.;;;;.
tattuq;;1;v;t;res;;;;;;si/1vv;to /stick, /wedge, /jam s.t. or s.o.;/coller, /coincer, /bloquer qqch. ou qqn;;;;.
tibvuaq;;1;v;t;;;;;;;si/1vv;[-R]to /spray or /spatter s.t. with liquid;[-R]/vaporiser, /asperger, /éclabousser qqch. avec un liquide;;;;.
tigaq;;1;v;t;;;;;;;si/1vv;to /lash or /belabour s.t. with a short whip;/fouetter, /rouer de coups qqn avec un court fouet;;;;.
tigluk;;1;v;t;;;;;;;si/1vv;to /hit or /punch s.t. or s.o. with a clenched fist;/frapper ou /cogner qqn ou qqch. avec le poing fermé;;;;.
tigu;tiguk;1;v;t;;;;;;;si/1vv;to /grip or /grasp s.t.;/agripper, /saisir, /empoigner qqch.;;;;.
tili;;1;v;t;;;;;;;si/1vv i/1vv k&iq/1vv;[-R]to /send s.o. on an errand or on an assignment;[-R]/envoyer qqn en mission ou faire une course;;;;.
tiliuq;;1;v;t;;;;;;;si/1vv ri/1vv;[-R]to /advise or /counsel or /urge s.o. to do something;[-R]/pousser qqn, /conseiller-à qqn, /recommander-à qqn de faire quelque chose;;;;.
tiriksaq;;1;v;t;;;;;;;i/1vv;[T]to put an inner belt on s.o.[P]to be put an inner belt[R]to put on an inner belt;[T]mettre une ceinture intérieure à qqn[P]se faire mettre une ceinture intérieure[R]mettre une ceinture intérieure;;;;.
tirtit;;2;v;t;res;;;;;;si/1vv;to /cook s.t. in grease;;;;;
tubjaq;;1;v;t;;;;;;;si/1vv;[-R]to /track s.o. or s.t.;;;;;
tujuq;;1;v;t;;;;;;;i/1vv;[-R]to send, to bring s.o. something;[-R]envoyer, apporter quelque chose à qqn;;;;.
tukiq;;1;v;t;;;;;;;si/1vv;[-R]to stamp, stomp, tread, tramp upon s.t., to push s.t., with the sole or bottom of the foot, one time;;;;;
tulliq;;1;v;t;;;;;;;i/1vv;[-R]to tread s.t. (snow) such that it is hardened or flattened;[T]fouler, piétiner qqch. (neige) pour la durcir ou l'aplanir[P]être foulée, piétinée (neige) pour être durcie ou aplanie;;;;.
tuluq;;1;v;t;;;;;;;si/1vv;[-R]to /bump, /knock, /hit s.t. with one's body;[-R]/cogner, /frapper qqch. avec le corps;;;;.
tuni;;1;v;t;;;;;;;si/1vv;[-R]to /give s.t. to someone;[-R]/donner qqch. à quelqu'un;;;;.
tuniq;;1;v;t;;;;;;;si/1vv;to /keep promise to s.o.;[T]tenir sa promesse envers qqn [P]être dans l'état où qqn a tenu sa promesse envers soi;;;;.
tupaq;;1;v;t;;;;;;;si/1vv;[-R]to /awaken s.o. [R]to wake up;/réveiller qqn;;;;.
tupiq;;1;v;t;;;;;;;si/1vv;[T]to put s.o.'s tent up [P]to have one's tent put up [R]to put one's own tent up;[T]monter la tente de qqn[P]avoir sa tente montée par quelqu'un[R]monter sa tente;;;;.
tuqquq;;1;v;t;;;;;;;si/1vv;to /put or /stow s.t. away out of sight;/mettre, /ranger qqch. hors de vue;;;;.
turaaq;;1;v;t;;;;;;;si/1vv;[-R]to /aim at s.t. in a straight line;;;;;
tuuq;;1;v;t;;;;;;;si/1vv;to /poke s.t. head-on with a rigid object;/donner-à qqch. un coup direct avec un objet rigide;;;;.
uiguq;;1;v;t;;;;;;;i/1vv;[-R]to /lengthen s.t. by addition, by joining section;[-R]/allonger qqch. par addition;;;;.
uiviri;;1;v;t;;;;;;;tsi/1vv;to /deceive or /dupe s.o.;/tromper ou /duper qqn;;;;.
ukit;;1;v;t;;;;;;;si/1vv;to /chip s.t.;/ébrécher qqch.;;;;.
ukkuaq;;1;v;t;res;;;;;;si/1vv;to /shut s.t. (a door);[-R]fermer qqch. (une porte, une fenêtre) [R]se refermer;;;;.
ulik;;1;v;t;;;;;;;si/1vv;to /cover or /blanket s.o. with something;/couvrir qqn avec quelque chose;;;;.
uliq;;1;v;t;;;;;;;si/1vv;to /chip s.t.;/ébrécher qqch.;;;;.
ulit;;2;v;t;;;;;;;si/1vv;to /turn s.t. inside out;/retourner qqch. sens dessus-dessous;;;;.
uluk;;1;v;t;;;;;;;si/1vv;[-R]to /rub, to /work s.t. soft and supple;[T]frotter, travailler qqch. pour le rendre doux et souple[P]être frotté, travaillé pour être rendu doux et souple;;;;.
umik;;1;v;t;;;;;;;si/1vv;[-R]to /plug s.t.;;;;;
ungiq;;1;v;t;;;;;;;si/1vv i/1vv;[-R]to /tighten s.t. (the lace or tie of something) [R](1)to tighten his or her own boot, parka (2) to heal, speaking of a wound (3) to tighten or purse his or her lips to make a precious little mouth;[-R]/serrer, /resserrer qqch. (lacet ou lien)[R](1)resserrer ses bottes, son parka (2) guérir, en parlant d'une blessure (3) resserrer les lèvres pour faire une petite bouche précieuse, affectée;;;;.
uniuq;;1;v;t;;;;;;;si/1vv;[-R]to /miss s.t. after it has been aimed at;[T]rater qqch. après l'avoir visé[P]être raté après avoir été visé;;;;.
uqummiq;;1;v;t;;;;;;;i/1vv;[-R]to /hold s.t. in the mouth;[-R]/tenir qqch. dans la bouche;;;;.
urliq;;1;v;t;;;;;;;si/1vv i/1vv;[T]to raise one's spear to spear s.t. or thrust at s.t. [P]to be aimed at;[T]lever son harpon pour percer ou transpercer qqch.[P]être visé par un harpon;;;;.
ursiq;;1;v;t;;;;;;;si/1vv;[-R](1) to /oil or /grease s.t.  (2) to /puncture s.t.;[-R](1) /huiler ou /graisser qqch. (2) /crever, /percer, /trouer, /piquer qqch.;;;;.
uuk;;1;v;t;;;;;;;si/1vv;[-R]to /try or /test s.t.;[-R]/tester, /vérifier, /essayer qqch.;;;;.
uut;;1;v;t;res;;;;;;si/1vv;to /burn, /bake, /cook s.t.;/brûler, /cuire qqch.;;;;.
uviq;;1;v;t;res;;;;;;si/1vv;to /tip or /tilt or /slant s.t. to one side, on an angle;/incliner qqch. sur un côté, à un angle;;;;.
aa;;1;a;;;;;;;;;yes, in S. Baffin, Ungava and ECHB;oui (Terre de Baffin sud, Ungava et côte est de la Baie d'Hudson);;;;.
a-aaq;;1;e;;;;;;;;;exclamation of pain: 'Ouch';exclamation de douleur: 'Aïe';;;;.
aakka;;1;a;;;;;;;;;no, in N. Baffin and WCHB;non (Terre de Baffin nord et côte ouest de la Baie d'Hudson);;;;.
aalla;;1;n;;;;;;;;;stranger;;;;;
aalliraq;;1;n;;;;;;;;;table;;;;;
aamai;;1;e;;;;;;;;;disclaimer: 'I don't know' ;;;;;
aariaq;;1;n;;ana;;;;;;;back;dos;;;;.
aarluk;;1;n;;zoo;;;;;;;killer whale;orque;;;;.
aarnga;;1;e;;;;;;;;;exclamation of distaste: 'Phew!' ;;;;;
